id,term,categories,alternative spellings,notable_names,appeared_year,search_results_gscholar,source_1_citation,source_1_doi,source_2_citation,source_2_doi,source_3_citation,source_3_doi,definition,definition_url,parent_id,sibling_id_1,sibling_id_2,sibling_id_3
A443EB63,Lifestyle Journalism,Beat,,,1987-03-15T05:00:00+0000',990,"Hanusch, F. (2012). Broadening the focus: The case for lifestyle journalism as a field of scholarly inquiry. Journalism practice, 6(1), 2-11.",https://doi.org/10.1080/17512786.2011.622895,"Kristensen, N. N., & From, U. (2012). Lifestyle journalism: Blurring boundaries. Journalism Practice, 6(1), 26-41.",https://doi.org/10.1080/17512786.2011.622898,"Fürsich, E. (2012). Lifestyle journalism as popular journalism: Strategies for evaluating its public role. Journalism Practice, 6(1), 12-25.",https://doi.org/10.1080/17512786.2011.622894,"""Lifestyle journalism can in overall terms be characterized by its roots in civil society and by its relations to advertising and typically by affiliations with “soft news” rather than “hard news.” At least three features, however, seem to make lifestyle a distinct journalistic field: the topics, the production processes, and the genres all seem to be central to the definition of lifestyle journalism.""","From, U. (2018, Sep). Lifestyle Journalism. Doi: 10.1093/acrefore/9780190228613.013.835",,,,
25339ABE,Liquid Journalism,Audience,,,null,603,"Deuze, M. (2008). The changing context of news work: Liquid journalism for a monitorial citizenry. International journal of Communication, 2, 18.",,"Widholm, A. (2016). Tracing online news in motion: Time and duration in the study of liquid journalism. Digital journalism, 4(1), 24-40.",https://doi.org/10.1080/21670811.2015.1096611,"Witschge, T., Anderson, C. W., Domingo, D., & Hermida, A. (Eds.). (2016). The SAGE handbook of digital journalism. Sage.",,"""‘Liquid journalism’ (Deuze, 2008; Karlsson, 2012) can generally be understood as journalism in a digital environment with no set or definitive borders. Liquidity, then, signals interconnectedness between different hubs and nodes, versionality in news stories and their positioning, multimodal storytelling, and blurring of boundaries between journalists and their audiences. Liquid digital journalism can both be produced in a centralized space, such as a website, or in a wider news ecology (Anderson, 2010) where different actors operate in decentralized spaces.""",https://uk.sagepub.com/en-gb/eur/the-sage-handbook-of-digital-journalism/book244110 (pp. 494-508),,,,
A019EF04,Literary Journalism,Motivation,,,1898-07-16T05:00:00+0000',11600,"Hartsock, J. C. (2000). A history of American literary journalism: The emergence of a modern narrative form. Univ of Massachusetts Press.",,"Sims, N. (2007). True stories: a century of literary journalism. Northwestern University Press.",,"Johnson, M. L. (1971). The new journalism. Lawrence, KS: University Press of Kansas.",,"""Literary journalism is a form of writing characterized by a particular aesthetic self-counsciousness more usually associated with literary creativity than with fact-driven journalism. [...] [It] aims to combine a desire to present information objectively with one to do it stylishly, therefore giving it a different kind of impact to the regular fare of newspapers.""","Bennett, B. (2008, 5 Jun). Literary Journalism. https://doi.org/10.1002/9781405186407.wbiecl028",,,,
3F1B30E4,Livestream Journalism,"Technology, Medium",,,null,3,"Jeppesen, S. (2016). Direct-Action Journalism: Resilience in grassroots autonomous media. Journal of Applied Journalism & Media Studies, 5(3), 383-403.",https://doi.org/10.1386/ajms.5.3.383_1,"Tunç, A. (2014). Can pomegranates replace penguins? Social media and the rise of citizen journalism in Turkey. Freedom House.",,"Quinn, S. (2011). Mojo-mobile journalism in the Asian Region. KAS.",,,,,,,
12E11799,Local Journalism,Location,,,1873-07-10T05:00:00+0000',5360,"Franklin, B. (Ed.). (2005). Local journalism and local media: Making the local news. Routledge.",,"Franklin, B., & Murphy, D. (Eds.). (1998). Making the local news: Local journalism in context. Psychology Press.",,"Anderson, C. W. (2013). Rebuilding the news: Metropolitan journalism in the digital age. Temple University.",,,,,,,
53927863,Locative Journalism,"Location, Technology",,,null,114,"Nyre, L., Bjørnestad, S., Tessem, B., & Øie, K. V. (2012). Locative journalism: Designing a location-dependent news medium for smartphones. Convergence, 18(3), 297-314.",https://doi.org/10.1177%2F1354856512441151,"Øie, K. V. (2013). Location sensitivity in locative journalism: an empirical study of experiences while producing locative journalism. Continuum, 27(4), 558-571.",https://doi.org/10.1080/10304312.2013.803307,"Øie, K. V. (2015). News narratives in locative journalism–rethinking news for the mobile phone. Journal of Media Practice, 16(3), 245-262.",https://doi.org/10.1080/14682753.2015.1116763,,,,,,
4BDAC3A4,Longform Journalism,Motivation,Long-Form Journalism,,2010-07-22T15:17:08+0000',415,"Hiippala, T. (2017). The multimodality of digital longform journalism. Digital journalism, 5(4), 420-442.",https://doi.org/10.1080/21670811.2016.1169197,"Le Masurier, M. (2015). What is slow journalism?. Journalism practice, 9(2), 138-152.",https://doi.org/10.1080/17512786.2014.916471,"Dowling, D., & Vogan, T. (2015). Can we “Snowfall” this? Digital longform and the race for the tablet market. Digital Journalism, 3(2), 209-224.",https://doi.org/10.1080/21670811.2014.930250,"""The concepts of literary journalism, long‐form journalism, and narrative journalism all refer to a journalistic genre that employs narrative storytelling techniques to report upon real‐world events and situations. [...] Whereas the label of long‐form journalism exclusively refers to written articles of considerable length—typically 2,000 words or more—that are published online or in print, the labels of narrative journalism and literary journalism are often used interchangeably, both covering a broad palette of journalistic products.""","Van Krieken, K. (2019, 29 Apr). Literary, Long-Form, or Narrative Journalism. https://doi.org/10.1002/9781118841570.iejs0135",,,,
82ADAB40,Longform Narrative Journalism,"Motivation, Time",,,2016-05-13T18:02:57+0000',37,"Lassila-Merisalo, M. (2014). Story First. Publishing Narrative Long-Form Journalism in Digital Environments. Journal of Magazine & New Media Research, 15(2), 1-15.",,"Le Masurier, M. (2015). What is slow journalism?. Journalism practice, 9(2), 138-152.",https://doi.org/10.1080/17512786.2014.916471,"Jacobson, S., Marino, J., & Gutsche Jr, R. E. (2016). The digital animation of literary journalism. Journalism, 17(4), 527-546.",https://doi.org/10.1177/1464884914568079,,,,,,
B7804876,Low-pay Journalism,Organization,,,null,2,"Bakker, P. (2012). Aggregation, content farms and Huffinization: The rise of low-pay and no-pay journalism. Journalism Practice, 6(5-6), 627-637.",https://doi.org/10.1080/17512786.2012.667266,"Bakker, P. (2011). New journalism 3.0-aggregation, content farms, and Huffinization: The rise of low-pay and no-pay journalism. In The Future of Journalism Conference 2011.",,"Everbach, T., & Flournoy, C. (2007). Women leave journalism for better pay, work conditions. Newspaper Research Journal, 28(3), 52-64.",https://doi.org/10.1177/073953290702800305,,,,,,
2D9A77A0,Magazine Journalism,Motivation,,,1964-04-06T05:00:00+0000',3470,"Holmes, T., & Nice, L. (2011). Magazine journalism. Sage.",,"Aitamurto, T. (2013). Balancing between open and closed: Co-creation in magazine journalism. Digital Journalism, 1(2), 229-251.",https://doi.org/10.1080/21670811.2012.750150,"Lepre, C., & Bleske, G. L. (2005). Little common ground for magazine editors and professors surveyed on journalism curriculum. Journalism & Mass Communication Educator, 60(2), 190-200.",https://doi.org/10.1177/107769580506000210,,,,,,
0BB4D743,Mainstream Journalism,"Motivation, Audience",,,1984-06-17T05:00:00+0000',7260,"Newman, N. (2009). The rise of social media and its impact on mainstream journalism.",,"Mabweazara, H. M. (2011). Between the newsroom and the pub: The mobile phone in the dynamics of everyday mainstream journalism practice in Zimbabwe. Journalism, 12(6), 692-707.",https://doi.org/10.1177/1464884911405468,"Atton, C. (2003). What isalternative'journalism?.",,,,,,,
1734B29E,Malayalam Journalism,Location,,Hermann Gundert,null,42,"Ahmed, S. A. (1986). The Language Press in India: A Case Study of Malayalam Newspapers. Gazette (Leiden, Netherlands), 38(1), 71-82.",,"Harikumar, M. S. (2008). News programming practices and readers content preferences: a study of malayalam newspapers.",,"Choondal, C. (1975). The missionaries and Malayalam journalism. Trichur.",,"""Malayalam journalism encompasses journalism published and broadcast in the Malayalam language. Modern Malayalam journalism can be traced to the publication of the Raajyasamaachaaram and the Pashchimodhayam under the direction of Hermann Gundert in June 1847.""",Malayalam journalism. https://en.wikipedia.org/wiki/Malayalam_journalism (02.12.19) ,,,,
C4728718,Mass Media Journalism,Medium,,,null,1490,"Hayashi, K. (2011). Journalism of “Women/Children” with Ethics of Care. Tokyo: Iwanami Shoten,.",https://harvard-yenching.org/features/journalism-justice-ethics-care,,,,,"""Traditionally, this scholarship has focused primarily on “mass media journalism”, which is rooted in liberalism and takes objectivity, neutrality, and impartiality as its core principles. […] In the name of objectivity, neutrality, and impartiality, “mass media journalism” is in fact inclined to confirm and reproduce existing power relations and unequal social structures.""","Hayashi, K. (2011). Journalism of “Women/Children” with Ethics of Care. Tokyo: Iwanami Shoten.",,,,
9A60A5FC,Measurable Journalism,Organization,,,null,93,"Carlson, M. (2018). Confronting measurable journalism.",https://doi.org/10.1080/21670811.2018.1445003,"Bromley, M., Tumber, H., & Zelizer, B. (2001). Journalism education.",,"Cohen, E. L. (2002). Online journalism as market-driven journalism. Journal of Broadcasting & Electronic Media, 46(4), 532-548.",https://doi.org/10.1207/s15506878jobem4604_3,,,,,,
33A75E31,Media Journalism,Beat,,,1964-05-29T05:00:00+0000',19100,"Fenton, N. (2010). New media, old news: Journalism and democracy in the digital age. Sage Publications.",,"Christians, C. G., Glasser, T., McQuail, D., Nordenstreng, K., & White, R. A. (2010). Normative theories of the media: Journalism in democratic societies. University of Illinois Press.",,"Hartley, J., & Hartley, J. (1996). Popular reality: Journalism, modernity, popular culture (p. 32). London: Arnold.",,,,,,,
EB98965E,Mediative Journalism,"Motivation, Audience",,,null,24,"Wetzstein, I. (2010). Mediated conflicts: Capacities and limitations of ‘mediative journalism’in public diplomacy processes. International Communication Gazette, 72(6), 503-520.",https://doi.org/10.1177%2F1748048510369215,,,,,"""The approach […] is to consider the concept of ‘mediative journalism’, which means that first of all links and differences between journalism and mediation as a conflict resolution tool have to be recognized. An explicit link between mediation and quality journalism has not been tested yet, although both show partly similar mindsets and attitudes concerning, for example, balance, the plurality of perspectives and critical reflection […].""","Wetzstein, I. (2010). Mediated Conflicts: Capacities and Limitations of ‘Mediative Journalism’ in Public Diplomacy Processes. International Communication Gazette 72(6): 503-520. https://doi.org/10.1177%2F1748048510369215",,,,
7B75A230,Medical Journalism,Beat,Medicine Journalism,,1856-10-18T05:00:00+0000',5470,"Levi, R. (2000). Medical journalism: Exposing fact, fiction, fraud. Iowa State University Press.",,"Larsson, A., Oxman, A. D., Carling, C., & Herrin, J. (2003). Medical messages in the media–barriers and solutions to improving medical journalism. Health expectations, 6(4), 323-331.",https://doi.org/10.1046/j.1369-7625.2003.00228.x,"Porter, R. (2019). The rise of medical journalism in Britain to 1800. In Medical journals and medical knowledge (pp. 6-28). Routledge.",,"""Medical journalism is news reporting (as opposed to peer-review publication) of medical news and features. Medical journalism is diverse, and reflects its audience.""",Medical journalism. https://en.wikipedia.org/wiki/Medical_journalism (02.12.19),,,,
5792EA3D,Mental health Journalism,Beat,,,2009-12-30T22:10:22+0000',184,"Holland, K.(2017). Digital media and models of biocommunicability in health journalism: Insights from the production and reception of mental health news. Australian Journalism Review, 39 (2), 67-77.",https://search.informit.com.au/documentSummary;dn=360410321082825;res=IELLCC,"Palpant, R. G., Steimnitz, R., Bornemann, T. H., & Hawkins, K. (2006). The Carter Center Mental Health Program: addressing the public health crisis in the field of mental health through policy change and stigma reduction. Preventing chronic disease, 3(2).",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1563952/,"Rosenthal, A. (2016, October). How social media affects mental health: Individual and community perspectives. In APHA 2016 Annual Meeting & Expo (Oct. 29-Nov. 2, 2016). American Public Health Association.",,,,,,,
63D89CC6,Metrics-driven Journalism,Technology,,,null,26,"Zamith, R. (2018). On metrics-driven homepages: Assessing the relationship between popularity and prominence. Journalism Studies, 19(8), 1116-1137.",https://doi.org/10.1080/1461670X.2016.1262215,"Nguyen, A. (2013). Online news audiences: The challenges of web metrics.",,"Poell, T., & Van Dijck, J. (2014). Social media and journalistic independence. Media independence: Working with freedom or working for free, 1, 181-201.",,,,,,,
197A67E0,Metropolitan Journalism,Location,,,1860-10-13T05:00:00+0000',816,"Anderson, C. W. (2013). Rebuilding the news: Metropolitan journalism in the digital age. Temple University.",,"Hanusch, F. (2015). A different breed altogether? Distinctions between local and metropolitan journalism cultures. Journalism Studies, 16(6), 816-833.",https://doi.org/10.1080/1461670X.2014.950880,"Anderson, C. (2009, April). Web production, news judgment, and emerging categories of online newswork in metropolitan journalism. In Article présenté à l’Online Journalism Symposium, à l’Université du Texas, Austin.",,,,,,,
AB21F838,Military Journalism,Beat,,,1865-07-13T05:00:00+0000',1230,"Tuosto, K. (2008). The"" Grunt Truth"" of Embedded Journalism: The New Media/Military Relationship. Stanford Journal of international relations, 10(1), 20-31.",,"Reese, S. D. (2004). Militarized journalism: Framing dissent in the Gulf Wars. In Reporting war (pp. 257-275). Routledge.",,"Cheng, S. (2008). Muckraking and stories untold: Ethnography meets journalism on trafficked women and the US military. Sexuality Research & Social Policy, 5(4), 6.",https://doi.org/10.1525/srsp.2008.5.4.6,,,,,,
930FFDB9,Millennial Journalism,Audience,,,null,25,"Turner, G. (2009). Millennial journalism. Journalism, 10(3), 390-392.",https://doi.org/10.1177/1464884909102581,"McNair, B. (2000). Journalism and democracy: a millennial audit. Journalism studies, 1(2), 197-211.",https://doi.org/10.1080/14616700050028208,"Bell, A. (2000). Dateline, deadline: journalism, language and the reshaping of time and place in the millennial world. Georgetown University round table on languages and linguistics, 46-66.",,,,,,,
D1A50767,Minority Journalism,"Beat, Motivation",,,1970-02-10T05:00:00+0000',379,"Kurpius, D. D. (2002). Sources and civic journalism: Changing patterns of reporting?. Journalism & Mass Communication Quarterly, 79(4), 853-866.",https://doi.org/10.1177/107769900207900406,"Deuze, M. (2005). What is journalism? Professional identity and ideology of journalists reconsidered. Journalism, 6(4), 442-464.",https://doi.org/10.1177/1464884905056815,"IRA, A., & Mt, R. (2001). Representing minorities: Canadian media and minority identities. Canadian Ethnic Studies/Etudes Ethniques au Canada, 33(3).",,"""When language differences exist, the dominant social group considers the news reports minority groups themselves produce as ""foreign-language journalism."" [...] At a minimum, the foreign-language press provides news of the homeland and its relationship with the host country. [...] The concept of minority journalism seems specific to the United States.""","Lind, R. A. (2008, 5 Jun). Minority Journalism. https://doi.org/10.1002/9781405186407.wbiecy001",,,,
570F48C4,Mobile Journalism,"Location, Medium",,,2020-01-21T09:23:15+0000',1650,"Quinn, S. (2011). Mojo-mobile journalism in the Asian Region. KAS.",,"Westlund, O. (2013). Mobile news: A review and model of journalism in an age of mobile media. Digital journalism, 1(1), 6-26.",https://doi.org/10.1080/21670811.2012.740273,"Väätäjä, H., Koponen, T., & Roto, V. (2009, September). Developing practical tools for user experience evaluation: a case from mobile news journalism. In European Conference on Cognitive Ergonomics: Designing beyond the Product---Understanding Activity and User Experience in Ubiquitous Environments (p. 23). VTT Technical Research Centre of Finland.",,"""Mobile journalism is an emerging form of new media storytelling where reporters use portable electronic devices with network connectivity to gather, edit and distribute news from his or her community.""","Mobile journalism. https://en.wikipedia.org/wiki/Mobile_journalism (05.12.19) (Richardson, Allissa. ""Mobile Journalism: A Model for the Future"". Diverse Issues in Higher Education. Cox, Matthews and Associates, Inc. Retrieved January 9, 2013.)",,,,
8A31261D,Muckraking Journalism,Motivation,,,1971-03-07T05:00:00+0000',1740,"Feldstein, M. (2006). A muckraking model: Investigative reporting cycles in American history. Harvard International Journal of Press/Politics, 11(2), 105-120.",https://doi.org/10.1177/1081180X06286780,"Cheng, S. (2008). Muckraking and stories untold: Ethnography meets journalism on trafficked women and the US military. Sexuality Research & Social Policy, 5(4), 6.",https://doi.org/10.1525/srsp.2008.5.4.6,"Schiffrin, A. (2019). Global muckraking. The International Encyclopedia of Journalism Studies, 1-5.",https://doi.org/10.1002/9781118841570.iejs0154,"""Als Muckraking (wörtlich: ""im Schmutz wühlen"") wird eine frühe Form des investigativen Journalismus bezeichnet, die vor allem zu Anfang des 20. Jahrhunderts in den USA populär wurde. Heutzutage wird Muckraking auch oft synonym für investigativen Journalismus im Allgemeinen verwendet, vor allem dort, wo er die Aufedckung von Korruption und kriminellen Machenschaften in Staat und Wirtschaft zum Ziel hat.""","Raetzsch, C. Muckraking. In: Deutscher Fachjournalisten-Verband (Hrsg.), Journalistische Genres (2017). 191-203.",,,,
B520205A,Multimedia Journalism,Medium,,,2000-03-15T05:00:00+0000',4260,"Deuze, M. (2004). What is multimedia journalism?. Journalism studies, 5(2), 139-152.",https://doi.org/10.1080/1461670042000211131,"Bull, A. (2015). Multimedia journalism: a practical guide. Routledge.",,"Bull, A. (2013). Brand journalism. Routledge.",,"""Multimedia journalism is the practice of contemporary journalism that distributes news content either using two or more media formats via the Internet, or disseminating news report via multiple media platforms. It is inseparably related to the media convergence of communication technologies, business integration of news industries, and editorial strategies of newsroom management.""","Multimedia journalism. https://en.wikipedia.org/wiki/Multimedia_journalism (05.12.19) (Deuze, Mark (2004). ""What is multimedia journalism?"". Journalism Studies. DOI: 10.1080/ 1461670042000211131: 140 – via Taylor & Francis Online.)",,,,
FD2BD284,Music Journalism,Beat,,,1870-04-24T05:00:00+0000',4040,"Forde, E. (2001). From polyglottism to branding: on the decline of personality journalism in the British music press. Journalism, 2(1), 23-43.",https://doi.org/10.1177/146488490100200108,"Fürsich, E. (2012). Lifestyle journalism as popular journalism: Strategies for evaluating its public role. Journalism Practice, 6(1), 12-25.",https://doi.org/10.1080/17512786.2011.622894,"Turner, B., & Orange, R. (Eds.). (2013). Specialist journalism. Routledge.",,"""Music journalism (or ""music criticism"") is media criticism and reporting about music topics, including popular music, classical music and traditional music.""",Music journalism. https://en.wikipedia.org/wiki/Music_journalism (02.12.19),,,,
2F2EBA80,Narrative Journalism,Motivation,,,1986-05-17T05:00:00+0000',2970,"Neveu, E. (2014). Revisiting narrative journalism as one of the futures of journalism. Journalism Studies, 15(5), 533-542.",https://doi.org/10.1080/1461670X.2014.885683,"Kramer, M. (2000). Narrative journalism comes of age. Nieman Reports, 54(3), 5.",,"Harbers, F., & Broersma, M. (2014). Between engagement and ironic ambiguity: Mediating subjectivity in narrative journalism. Journalism, 15(5), 639-654.",https://doi.org/10.1177/1464884914523236,"""The concepts of literary journalism, long‐form journalism, and narrative journalism all refer to a journalistic genre that employs narrative storytelling techniques to report upon real‐world events and situations. [...] Whereas the label of long‐form journalism exclusively refers to written articles of considerable length—typically 2,000 words or more—that are published online or in print, the labels of narrative journalism and literary journalism are often used interchangeably, both covering a broad palette of journalistic products.""","Van Krieken, K. (2019, 29 Apr). Literary, Long-Form, or Narrative Journalism. https://doi.org/10.1002/9781118841570.iejs0135",,,,
BAC6F0F1,Narrowcasting Journalism,"Audience, Motivation",,,null,0,"Harrison, J., & Murray, J. (2007). Communication and new media: From broadcast to narrowcast. New York: Oxford University Press.",,"Utley, G. (1997). The shrinking of foreign news: From broadcast to narrowcast. Foreign Affairs, 2-10.",10.2307/20047932,"Xiaoge, X. (2009). Development journalism. The handbook of journalism studies, 357.",,"""Narrowcasting, which is also referred to as niche journalism, is concerned with targeting specific audiences. [...] [N]arrowcasting refers to narrowing down the audience and targeting specific audience groups. Technically, radio or television transmissions that aim to reach defined audience groups can be considered as practices of narrowcasting.""","Gorgulu, V. (2019, 29 Apr). Narrowcasting or Niche Journalism. https://doi.org/10.1002/9781118841570.iejs0138",,,,
D3B46069,National Journalism,Location,,,1964-04-26T05:00:00+0000',2870,"De Beer, A. S., & Steyn, E. (2002). Sanef's ‘2002 South African national journalism skills audit’. Ecquid Novi: African Journalism Studies, 23(1), 11-86.",https://doi.org/10.1080/02560054.2002.10798725,"Hanitzsch, T., Anikina, M., Berganza, R., Cangoz, I., Coman, M., Hamada, B., ... & Mwesige, P. G. (2010). Modeling perceived influences on journalism: Evidence from a cross-national survey of journalists. Journalism & Mass Communication Quarterly, 87(1), 5-22.",https://doi.org/10.1177/107769901008700101,"Allan, S., & Thorsen, E. (Eds.). (2009). Citizen journalism: Global perspectives (Vol. 1). Peter Lang.",,,,,,,
6759F936,Native American Journalism,"Location, Motivation",,,2020-03-20T19:47:36+0000',116,"Murphy, J. E., & Murphy, S. M. (1981). Let My People Know: American Indian Journalism. Norman: University of Oklahoma Press.",,"Coward, J. M. (1999). The newspaper Indian: Native American identity in the press, 1820-90 (Vol. 139). University of Illinois Press.",,"LaCourse, R. (1979). An Indian Perspective-Native American Journalism: An Overview. Journalism History, 6(2), 34.",,,,,,,
88080ADC,Neo Journalism,Motivation,,,null,60,"Giles, R. H. (2010). An emergent neo-journalism: The decline and renewal of news media. Harvard International Review, 32(3), 36.",https://search.proquest.com/openview/de4e8bba4e714193b5876930c76cce4b/1?pq-origsite=gscholar&cbl=32013,"Detenber, B. H., Cenite, M., Malik, S., & Neo, R. L. (2012). Examining education and newsroom work experience as predictors of communication students’ perceptions of journalism ethics. Journalism & Mass Communication Educator, 67(1), 45-69.",https://doi.org/10.1177/1077695811428884,"Dahlgren, P., & Sparks, C. (Eds.). (1992). Journalism and popular culture. Sage.",,,,,,,
D7E8C8B9,Network Journalism,Organization,,,1973-11-03T05:00:00+0000',1820,"Bardoel, J., & Deuze, M. (2001). 'Network journalism': converging competencies of old and new media professionals. Australian journalism review, 23(2), 91.",,"Heinrich, A. (2011). Network journalism: Journalistic practice in interactive spheres. Routledge.",https://doi.org/10.4324/9780203830451,"Heinrich, A. (2012). Foreign reporting in the sphere of network journalism. Journalism Practice, 6(5-6), 766-775.",https://doi.org/10.1080/17512786.2012.667280,,,,,,
84D2F498,Networked Journalism,"Technology, Audience",,,2007-10-10T05:04:03+0000',2010,"Van der Haak, B., Parks, M., & Castells, M. (2012). The future of journalism: Networked journalism. International journal of communication, 6, 16.",,"Beckett, C., & Mansell, R. (2008). Crossing boundaries: New media and networked journalism. Communication, culture & critique, 1(1), 92-104.",https://doi.org/10.1111/j.1753-9137.2007.00010.x,"Beckett, C. (2010). The value of networked journalism.",,"“Indeed, the term networked journalism only first appeared in the mid-2000s. It referred to the new diversity of collaborations taking shape between newsroom employees and everyone else, all digitally connected (Beckett, 2008; Jarvis, 2006; Rosen, 2009).""",https://uk.sagepub.com/en-gb/eur/the-sage-handbook-of-digital-journalism/book244110 (pp. 149-163),,,,
AA511E46,New Journalism,Motivation,,"Tom Wolfe, Lester Bangs, George Plimpton",1897-01-07T05:00:00+0000',24200,"Hellmann, J. (1981). Fables of fact: The new journalism as new fiction (p. 3). Urbana: University of Illinois Press.",,"Johnson, M. L. (1971). The new journalism. Lawrence, KS: University Press of Kansas.",,"Ursell, G. D. (2001). Dumbing down or shaping up? New technologies, new media, new journalism. Journalism, 2(2), 175-196.",https://doi.org/10.1177/146488490100200204,"""The term ""new journalism"" commonly refers to a style of literary reportage created in the 1960s by predominantly young American nonfiction writers [...]. Commentators have periodically declared other moments in the history of journalism as new.""","Pauly, J.J. (2008, 5 Jun). New Journalism. https://doi.org/10.1002/9781405186407.wbiecn011 ",,,,
648D76E2,News Journalism,Beat,,,1926-01-01T05:00:00+0000',26600,"Fenton, N. (2010). New media, old news: Journalism and democracy in the digital age. Sage Publications.",,"Tuchman, G. (1978). Making news: A study in the construction of reality (Vol. 256). New York: Free Press.",,"Allan, S. (2006). Online news: Journalism and the Internet. McGraw-Hill Education (UK).",,,,,,,
3F5FF46F,Newspaper Journalism,Medium,,,1859-12-14T05:00:00+0000',7970,"Hartley, J., & Hartley, J. (1996). Popular reality: Journalism, modernity, popular culture (p. 32). London: Arnold.",,"Paulussen, S., & Harder, R. A. (2014). Social media references in newspapers: Facebook, Twitter and YouTube as sources in newspaper journalism. Journalism practice, 8(5), 542-551.",https://doi.org/10.1080/17512786.2014.894327,"Reinardy, S. (2011). Newspaper journalism in crisis: Burnout on the rise, eroding young journalists’ career commitment. Journalism, 12(1), 33-50.",https://doi.org/10.1177/1464884910385188,,,,,,
11B4D5FA,NGO Journalism,"Organization, Motivation",,,2015-09-16T13:33:30+0000',108,"McPherson, E. (2015). Advocacy organizations’ evaluation of social media information for NGO journalism: The evidence and engagement models. American Behavioral Scientist, 59(1), 124-148.",,"McPherson, E. (2016). Source credibility as “information subsidy”: Strategies for successful NGO journalism at Mexican human rights NGOs. Journal of Human Rights, 15(3), 330-346.",,"Powers, M. (2015). Contemporary NGO–journalist relations: Reviewing and evaluating an emergent area of research. Sociology Compass, 9(6), 427-437.",,,,,,,
2F22ACA2,Niche Journalism,"Audience, Motivation",,,1997-03-31T05:00:00+0000',172,"Cook, C., & Sirkkunen, E. (2013). What’s in a niche? Exploring the business model of online journalism. Journal of Media Business Studies, 10(4), 63-82.",https://doi.org/10.1080/16522354.2013.11073576,"Machin, D., & Niblock, S. (2010). The new breed of business journalism for niche global news: The case of Bloomberg News. Journalism Studies, 11(6), 783-798.",https://doi.org/10.1080/14616701003760543,"Wall, M. (2015). Citizen journalism: A retrospective on what we know, an agenda for what we don’t. Digital Journalism, 3(6), 797-813.",https://doi.org/10.1080/21670811.2014.1002513,"""Narrowcasting, which is also referred to as niche journalism, is concerned with targeting specific audiences. The term niche refers to targeting a particular segment of the overall population for a specialized product or service. In the context of journalistic practice, such specialization refers to specific areas of interest including data journalism, citizen journalism, and fashion journalism. Cook and Sirkkunen (2013) link the term to narrow‐interest content serving specific audiences within the field of journalism.""","Gorgulu, V. (2019, 29 Apr). Narrowcasting or Niche Journalism. https://doi.org/10.1002/9781118841570.iejs0138",,,,
B1DC3BDC,No-News Journalism,"Motivation, Time",,,null,2,"Karvonen, E. (2009). Entertainmentization of the European public sphere and politics. Mediating Europe: New Media, Mass Communications and the European Public Sphere, 99-127.",,,,,,,,,,,
A1903BF9,No-Pay Journalism,Organization,,,null,119,"Bakker, P. (2012). Aggregation, content farms and Huffinization: The rise of low-pay and no-pay journalism. Journalism Practice, 6(5-6), 627-637.",https://doi.org/10.1080/17512786.2012.667266,"Franklin, B. (2012). The future of journalism: Developments and debates.",https://doi.org/10.1080/1461670X.2012.712301,"Bakker, P. (2011). New journalism 3.0-aggregation, content farms, and Huffinization: The rise of low-pay and no-pay journalism. In The Future of Journalism Conference 2011.",,,,,,,
13E1F58A,Non-Profit Journalism,Organization,,,2010-01-21T22:17:22+0000',444,"Carvajal, M., García-Avilés, J. A., & González, J. L. (2012). Crowdfunding and non-profit media: The emergence of new models for public interest journalism. Journalism Practice, 6(5-6), 638-647.",https://doi.org/10.1080/17512786.2012.667267,"Requejo-Alemán, J. L., & Lugo-Ocando, J. (2014). Assessing the sustainability of Latin American investigative non-profit journalism. Journalism Studies, 15(5), 522-532.",https://doi.org/10.1080/1461670X.2014.885269,"Cohen, E. L. (2002). Online journalism as market-driven journalism. Journal of Broadcasting & Electronic Media, 46(4), 532-548.",,"""Non-profit journalism (abbreviated as NPJ, also known as a not-for-profit journalism or think tank journalism) is the practice of journalism as a non-profit organization instead of a for-profit business. NPJ groups are able to operate and serve the public good without the concern of debt, dividends and the need to make a profit. Just like all non-profit organizations, NPJ outfits depend on private donations and or foundation grants to pay for operational expenses."" ",Non-profit journalism. https://en.wikipedia.org/wiki/Non-profit_journalism (05.12.19),,,,
B6496644,Objective Journalism,Motivation,,,1972-05-25T05:00:00+0000',5100,"Ryan, M. (2001). Journalistic ethics, objectivity, existential journalism, standpoint epistemology, and public journalism. Journal of Mass Media Ethics, 16(1), 3-22.",https://doi.org/10.1207/S15327728JMME1601_2,"Hanitzsch, T. (2007). Deconstructing journalism culture: Toward a universal theory. Communication theory, 17(4), 367-385.",https://doi.org/10.1111/j.1468-2885.2007.00303.x,"Holbert, R. L., & Zubric, S. J. (2000). A comparative analysis: Objective & public journalism techniques. Newspaper Research Journal, 21(4), 50-67.",https://doi.org/10.1177/073953290002100404,,,,,,
091C2E4F,Obsessive-Activist Journalism,Motivation,,,null,1,"Viviers, S. (2016). Individual shareholder activism in South Africa: the case of Theo Botha. Journal of Economic and Financial Sciences, 9(2), 347-369.",,,,,,,,,,,
